symbol,interval,be_trigger_pct,flash_pct,warn_pct,auto_close,trades,win_rate,avg_pnl_pct,total_pnl_pct,be_saves,flash_closes,warn_alerts
BNB-USD,1m,2.0,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,2.0,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,2.0,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,2.0,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,2.0,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.3,0.2,True,1,100.0,23.51,23.51,0,1,1
BNB-USD,1m,3.0,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
BNB-USD,1m,3.0,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
BNB-USD,1m,3.0,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.3,0.2,True,1,100.0,16.62,16.62,0,1,1
ATOM-USD,1m,0.5,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,0.5,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,0.5,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.3,0.2,True,1,100.0,16.62,16.62,0,1,1
ATOM-USD,1m,1.0,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.0,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.0,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.3,0.2,True,1,100.0,16.62,16.62,0,1,1
ATOM-USD,1m,1.5,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,1.5,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,1.5,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.3,0.2,True,1,100.0,16.62,16.62,0,1,1
ATOM-USD,1m,2.0,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,2.0,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,2.0,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.3,0.2,True,1,100.0,16.62,16.62,0,1,1
ATOM-USD,1m,3.0,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.8,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.8,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,0.8,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,0.8,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,1.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,1.0,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,1.5,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.5,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.5,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.5,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,1.5,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,1.5,0.5,True,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,2.0,0.2,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,2.0,0.2,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,2.0,0.3,False,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,2.0,0.3,True,1,0.0,0.0,0.0,1,0,1
ATOM-USD,1m,3.0,2.0,0.5,False,1,0.0,0.0,0.0,1,0,0
ATOM-USD,1m,3.0,2.0,0.5,True,1,0.0,0.0,0.0,1,0,0
DOGE-USD,1m,0.5,0.3,0.2,False,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.3,0.2,True,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.5,0.2,False,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.5,0.2,True,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.5,0.3,False,1,0.0,0.0,0.0,1,0,0
DOGE-USD,1m,0.5,0.5,0.3,True,1,0.0,0.0,0.0,1,0,0
DOGE-USD,1m,0.5,0.8,0.2,False,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.8,0.2,True,1,0.0,0.0,0.0,1,0,1
DOGE-USD,1m,0.5,0.8,0.3,False,1,0.0,0.0,0.0,1,0,0
DOGE-USD,1m,0.5,0.8,0.3,True,1,0.0,0.0,0.0,1,0,0
